minuto,requisicoes,r200,r400,tempo
2020-09-01 10:38:36,578,478,100,11560
2020-09-01 10:39:35,123,100,23,2460
2020-09-01 10:40:35,88,78,10,1760
2020-09-01 10:41:35,456,400,56,9120
2020-09-01 10:42:35,78,70,8,1560
2020-09-01 10:43:35,56,55,1,1120
2020-09-01 10:44:35,99,90,9,1980
2020-09-01 10:45:35,456,444,12,9120
2020-09-01 10:46:35,6,0,6,120
2020-09-01 10:47:35,233,200,33,4660
2020-09-01 10:48:35,665,555,110,13300
2020-09-01 10:49:35,234,134,100,4680
2020-09-01 10:50:35,23,20,3,460
2020-09-01 10:51:35,232,180,52,4640
2020-09-01 10:52:35,87,50,37,1740
2020-09-01 10:53:35,656,640,15,13110
2020-09-01 10:54:35,345,300,45,6900
2020-09-01 10:55:35,665,643,5,13130
2020-09-01 10:56:35,675,665,10,13500
2020-09-01 10:57:35,65,64,1,1300
2020-09-01 10:58:35,676,673,3,13520
2020-09-01 10:59:35,127,120,7,2540
2020-09-01 11:00:35,234,123,99,4560
2020-09-01 11:01:35,54,30,12,960
2020-09-01 11:02:35,23,10,13,460
2020-09-01 11:03:35,345,280,55,6800
2020-09-01 11:04:35,67,44,12,1230
2020-09-01 11:05:34,45,33,12,900
2020-09-01 11:06:34,78,60,18,1560
2020-09-01 11:07:34,56,33,4,930
2020-09-01 11:08:34,456,326,128,9100
2020-09-01 11:09:34,78,33,32,1430
2020-09-01 11:10:34,345,222,111,6780
2020-09-01 11:11:34,344,300,44,6880
2020-09-01 11:12:34,365,281,64,7100
2020-09-01 11:13:34,456,380,70,9060
2020-09-01 11:14:34,78,44,30,1520
2020-09-01 11:15:34,56,12,40,1080
2020-09-01 11:16:34,489,234,222,9450
2020-09-01 11:17:34,456,269,132,8570
2020-09-01 11:18:34,78,45,33,1560
2020-09-01 11:19:34,453,440,12,9050
2020-09-01 11:20:34,123,98,12,2330
2020-09-01 11:21:34,87,60,27,1740
2020-09-01 11:22:34,453,343,62,8580
2020-09-01 11:23:34,88,12,2,1020
2020-09-01 11:24:34,322,224,34,5800
2020-09-01 11:25:34,87,44,12,1430
2020-09-01 11:26:34,345,340,12,6970
2020-09-01 11:27:34,435,320,115,8700
2020-09-01 11:28:34,153,100,50,3030
2020-09-01 11:29:34,321,320,1,6420
2020-09-01 11:30:34,343,343,0,6860
2020-09-01 11:31:33,88,80,8,1760
2020-09-01 11:32:33,634,555,32,12210
2020-09-01 11:33:33,45,40,5,900
2020-09-01 11:34:33,454,444,1,8990
2020-09-01 11:35:33,42,41,1,840
2020-09-01 11:36:33,88,80,8,1760
2020-09-01 11:37:33,78,65,13,1560
2020-09-01 11:38:33,578,478,100,11560
2020-09-01 11:39:33,123,100,23,2460
2020-09-01 11:40:33,88,78,10,1760
2020-09-01 11:41:33,456,400,56,9120
2020-09-01 11:42:33,78,70,8,1560
2020-09-01 11:43:33,56,55,1,1120
2020-09-01 11:44:33,99,90,9,1980
2020-09-01 11:45:33,456,444,12,9120
2020-09-01 11:46:33,6,0,6,120
2020-09-01 11:47:33,233,200,33,4660
2020-09-01 11:48:33,665,555,110,13300
2020-09-01 11:49:33,234,134,100,4680
2020-09-01 11:50:33,23,20,3,460
2020-09-01 11:51:33,232,180,52,4640
2020-09-01 11:52:33,87,50,37,1740
2020-09-01 11:53:33,656,640,15,13110
2020-09-01 11:54:33,345,300,45,6900
2020-09-01 11:55:33,665,643,5,13130
2020-09-01 11:56:33,675,665,10,13500
2020-09-01 11:57:32,65,64,1,1300
2020-09-01 11:58:32,676,673,3,13520
2020-09-01 11:59:32,127,120,7,2540
2020-09-01 12:00:32,234,123,99,4560
2020-09-01 12:01:32,54,30,12,960
2020-09-01 12:02:32,23,10,13,460
2020-09-01 12:03:32,345,280,55,6800
2020-09-01 12:04:32,67,44,12,1230
2020-09-01 12:05:32,45,33,12,900
2020-09-01 12:06:32,78,60,18,1560
2020-09-01 12:07:32,56,33,4,930
2020-09-01 12:08:32,456,326,128,9100
2020-09-01 12:09:32,78,33,32,1430
2020-09-01 12:10:32,345,222,111,6780
2020-09-01 12:11:32,344,300,44,6880
2020-09-01 12:12:32,365,281,64,7100
2020-09-01 12:13:32,456,380,70,9060
2020-09-01 12:14:32,78,44,30,1520
2020-09-01 12:15:32,56,12,40,1080
2020-09-01 12:16:32,489,234,222,9450
2020-09-01 12:17:32,456,269,132,8570
2020-09-01 12:18:32,78,45,33,1560
2020-09-01 12:19:32,453,440,12,9050
2020-09-01 12:20:32,123,98,12,2330
2020-09-01 12:21:32,87,60,27,1740
2020-09-01 12:22:32,453,343,62,8580
2020-09-01 12:23:31,88,12,2,1020
2020-09-01 12:24:31,322,224,34,5800
2020-09-01 12:25:31,87,44,12,1430
2020-09-01 12:26:31,345,340,12,6970
2020-09-01 12:27:31,435,320,115,8700
2020-09-01 12:28:31,153,100,50,3030
2020-09-01 12:29:31,321,320,1,6420
2020-09-01 12:30:31,343,343,0,6860
2020-09-01 12:31:31,88,80,8,1760
2020-09-01 12:32:31,634,555,32,12210
2020-09-01 12:33:31,45,40,5,900
2020-09-01 12:34:31,454,444,1,8990
2020-09-01 12:35:31,42,41,1,840
2020-09-01 12:36:31,88,80,8,1760
2020-09-01 12:37:31,78,65,13,1560
2020-09-01 12:38:31,578,478,100,11560
2020-09-01 12:39:31,123,100,23,2460
2020-09-01 12:40:31,88,78,10,1760
2020-09-01 12:41:31,456,400,56,9120
2020-09-01 12:42:31,78,70,8,1560
2020-09-01 12:43:31,56,55,1,1120
2020-09-01 12:44:31,99,90,9,1980
2020-09-01 12:45:31,456,444,12,9120
2020-09-01 12:46:31,6,0,6,120
2020-09-01 12:47:31,233,200,33,4660
2020-09-01 12:48:31,665,555,110,13300
2020-09-01 12:49:30,234,134,100,4680
2020-09-01 12:50:30,23,20,3,460
2020-09-01 12:51:30,232,180,52,4640
2020-09-01 12:52:30,87,50,37,1740
2020-09-01 12:53:30,656,640,15,13110
2020-09-01 12:54:30,345,300,45,6900
2020-09-01 12:55:30,665,643,5,13130
2020-09-01 12:56:30,675,665,10,13500
2020-09-01 12:57:30,65,64,1,1300
2020-09-01 12:58:30,676,673,3,13520
2020-09-01 12:59:30,127,120,7,2540
2020-09-01 13:00:30,234,123,99,4560
2020-09-01 13:01:30,54,30,12,960
2020-09-01 13:02:30,23,10,13,460
2020-09-01 13:03:30,345,280,55,6800
2020-09-01 13:04:30,67,44,12,1230
2020-09-01 13:05:30,45,33,12,900
2020-09-01 13:06:30,78,60,18,1560
2020-09-01 13:07:30,56,33,4,930
2020-09-01 13:08:30,456,326,128,9100
2020-09-01 13:09:30,78,33,32,1430
2020-09-01 13:10:30,345,222,111,6780
2020-09-01 13:11:30,344,300,44,6880
2020-09-01 13:12:30,365,281,64,7100
2020-09-01 13:13:30,456,380,70,9060
2020-09-01 13:14:30,78,44,30,1520
2020-09-01 13:15:29,56,12,40,1080
2020-09-01 13:16:29,489,234,222,9450
2020-09-01 13:17:29,456,269,132,8570
2020-09-01 13:18:29,78,45,33,1560
2020-09-01 13:19:29,453,440,12,9050
2020-09-01 13:20:29,123,98,12,2330
2020-09-01 13:21:29,87,60,27,1740
2020-09-01 13:22:29,453,343,62,8580
2020-09-01 13:23:29,88,12,2,1020
2020-09-01 13:24:29,322,224,34,5800
2020-09-01 13:25:29,87,44,12,1430
2020-09-01 13:26:29,345,340,12,6970
2020-09-01 13:27:29,435,320,115,8700
2020-09-01 13:28:29,153,100,50,3030
2020-09-01 13:29:29,321,320,1,6420
2020-09-01 13:30:29,343,343,0,6860
2020-09-01 13:31:29,88,80,8,1760
2020-09-01 13:32:29,634,555,32,12210
2020-09-01 13:33:29,45,40,5,900
2020-09-01 13:34:29,454,444,1,8990
2020-09-01 13:35:29,42,41,1,840
2020-09-01 13:36:29,88,80,8,1760
2020-09-01 13:37:29,78,65,13,1560
2020-09-01 13:38:29,578,478,100,11560
2020-09-01 13:39:29,123,100,23,2460
2020-09-01 13:40:29,88,78,10,1760
2020-09-01 13:41:28,456,400,56,9120
2020-09-01 13:42:28,78,70,8,1560
2020-09-01 13:43:28,56,55,1,1120
2020-09-01 13:44:28,99,90,9,1980
2020-09-01 13:45:28,456,444,12,9120
2020-09-01 13:46:28,6,0,6,120
2020-09-01 13:47:28,233,200,33,4660
2020-09-01 13:48:28,665,555,110,13300
2020-09-01 13:49:28,234,134,100,4680
2020-09-01 13:50:28,23,20,3,460
2020-09-01 13:51:28,232,180,52,4640
2020-09-01 13:52:28,87,50,37,1740
2020-09-01 13:53:28,656,640,15,13110
2020-09-01 13:54:28,345,300,45,6900
2020-09-01 13:55:28,665,643,5,13130
2020-09-01 13:56:28,675,665,10,13500
2020-09-01 13:57:28,65,64,1,1300
2020-09-01 13:58:28,676,673,3,13520
2020-09-01 13:59:28,127,120,7,2540
2020-09-01 14:00:28,234,123,99,4560
2020-09-01 14:01:28,54,30,12,960
2020-09-01 14:02:28,23,10,13,460
2020-09-01 14:03:28,345,280,55,6800
2020-09-01 14:04:28,67,44,12,1230
2020-09-01 14:05:28,45,33,12,900
2020-09-01 14:06:28,78,60,18,1560
2020-09-01 14:07:27,56,33,4,930
2020-09-01 14:08:27,456,326,128,9100
2020-09-01 14:09:27,78,33,32,1430
2020-09-01 14:10:27,345,222,111,6780
2020-09-01 14:11:27,344,300,44,6880
2020-09-01 14:12:27,365,281,64,7100
2020-09-01 14:13:27,456,380,70,9060
2020-09-01 14:14:27,78,44,30,1520
2020-09-01 14:15:27,56,12,40,1080
2020-09-01 14:16:27,489,234,222,9450
2020-09-01 14:17:27,456,269,132,8570
2020-09-01 14:18:27,78,45,33,1560
2020-09-01 14:19:27,453,440,12,9050
2020-09-01 14:20:27,123,98,12,2330
2020-09-01 14:21:27,87,60,27,1740
2020-09-01 14:22:27,453,343,62,8580
2020-09-01 14:23:27,88,12,2,1020
2020-09-01 14:24:27,322,224,34,5800
2020-09-01 14:25:27,87,44,12,1430
2020-09-01 14:26:27,345,340,12,6970
2020-09-01 14:27:27,435,320,115,8700
2020-09-01 14:28:27,153,100,50,3030
2020-09-01 14:29:27,321,320,1,6420
2020-09-01 14:30:27,343,343,0,6860
2020-09-01 14:31:27,88,80,8,1760
2020-09-01 14:32:27,634,555,32,12210
2020-09-01 14:33:26,45,40,5,900
2020-09-01 14:34:26,454,444,1,8990
2020-09-01 14:35:26,42,41,1,840
2020-09-01 14:36:26,88,80,8,1760
2020-09-01 14:37:26,78,65,13,1560
2020-09-01 14:38:26,578,478,100,11560
2020-09-01 14:39:26,123,100,23,2460
2020-09-01 14:40:26,88,78,10,1760
2020-09-01 14:41:26,456,400,56,9120
2020-09-01 14:42:26,78,70,8,1560
2020-09-01 14:43:26,56,55,1,1120
2020-09-01 14:44:26,99,90,9,1980
2020-09-01 14:45:26,456,444,12,9120
2020-09-01 14:46:26,6,0,6,120
2020-09-01 14:47:26,233,200,33,4660
2020-09-01 14:48:26,665,555,110,13300
2020-09-01 14:49:26,234,134,100,4680
2020-09-01 14:50:26,23,20,3,460
2020-09-01 14:51:26,232,180,52,4640
2020-09-01 14:52:26,87,50,37,1740
2020-09-01 14:53:26,656,640,15,13110
2020-09-01 14:54:26,345,300,45,6900
2020-09-01 14:55:26,665,643,5,13130
2020-09-01 14:56:26,675,665,10,13500
2020-09-01 14:57:26,65,64,1,1300
2020-09-01 14:58:26,676,673,3,13520
2020-09-01 14:59:25,127,120,7,2540
2020-09-01 15:00:25,234,123,99,4560
2020-09-01 15:01:25,54,30,12,960
2020-09-01 15:02:25,23,10,13,460
2020-09-01 15:03:25,345,280,55,6800
2020-09-01 15:04:25,67,44,12,1230
2020-09-01 15:05:25,45,33,12,900
2020-09-01 15:06:25,78,60,18,1560
2020-09-01 15:07:25,56,33,4,930
2020-09-01 15:08:25,456,326,128,9100
2020-09-01 15:09:25,78,33,32,1430
2020-09-01 15:10:25,345,222,111,6780
2020-09-01 15:11:25,344,300,44,6880
2020-09-01 15:12:25,365,281,64,7100
2020-09-01 15:13:25,456,380,70,9060
2020-09-01 15:14:25,78,44,30,1520
2020-09-01 15:15:25,56,12,40,1080
2020-09-01 15:16:25,489,234,222,9450
2020-09-01 15:17:25,456,269,132,8570
2020-09-01 15:18:25,78,45,33,1560
2020-09-01 15:19:25,453,440,12,9050
2020-09-01 15:20:25,123,98,12,2330
2020-09-01 15:21:25,87,60,27,1740
2020-09-01 15:22:25,453,343,62,8580
2020-09-01 15:23:25,88,12,2,1020
2020-09-01 15:24:25,322,224,34,5800
2020-09-01 15:25:24,87,44,12,1430
2020-09-01 15:26:24,345,340,12,6970
2020-09-01 15:27:24,435,320,115,8700
2020-09-01 15:28:24,153,100,50,3030
2020-09-01 15:29:24,321,320,1,6420
2020-09-01 15:30:24,343,343,0,6860
2020-09-01 15:31:24,88,80,8,1760
2020-09-01 15:32:24,634,555,32,12210
2020-09-01 15:33:24,45,40,5,900
2020-09-01 15:34:24,454,444,1,8990
2020-09-01 15:35:24,42,41,1,840
2020-09-01 15:36:24,88,80,8,1760
2020-09-01 15:37:24,78,65,13,1560
2020-09-01 15:38:24,578,478,100,11560
2020-09-01 15:39:24,123,100,23,2460
2020-09-01 15:40:24,88,78,10,1760
2020-09-01 15:41:24,456,400,56,9120
2020-09-01 15:42:24,78,70,8,1560
2020-09-01 15:43:24,56,55,1,1120
2020-09-01 15:44:24,99,90,9,1980
2020-09-01 15:45:24,456,444,12,9120
2020-09-01 15:46:24,6,0,6,120
2020-09-01 15:47:24,233,200,33,4660
2020-09-01 15:48:24,665,555,110,13300
2020-09-01 15:49:24,234,134,100,4680
2020-09-01 15:50:24,23,20,3,460
2020-09-01 15:51:23,232,180,52,4640
2020-09-01 15:52:23,87,50,37,1740
2020-09-01 15:53:23,656,640,15,13110
2020-09-01 15:54:23,345,300,45,6900
2020-09-01 15:55:23,665,643,5,13130
2020-09-01 15:56:23,675,665,10,13500
2020-09-01 15:57:23,65,64,1,1300
2020-09-01 15:58:23,676,673,3,13520
2020-09-01 15:59:23,127,120,7,2540
2020-09-01 16:00:23,234,123,99,4560
2020-09-01 16:01:23,54,30,12,960
2020-09-01 16:02:23,23,10,13,460
2020-09-01 16:03:23,345,280,55,6800
2020-09-01 16:04:23,67,44,12,1230
2020-09-01 16:05:23,45,33,12,900
2020-09-01 16:06:23,78,60,18,1560
2020-09-01 16:07:23,56,33,4,930
2020-09-01 16:08:23,456,326,128,9100
2020-09-01 16:09:23,78,33,32,1430
2020-09-01 16:10:23,345,222,111,6780
2020-09-01 16:11:23,344,300,44,6880
2020-09-01 16:12:23,365,281,64,7100
2020-09-01 16:13:23,456,380,70,9060
2020-09-01 16:14:23,78,44,30,1520
2020-09-01 16:15:23,56,12,40,1080
2020-09-01 16:16:23,489,234,222,9450
2020-09-01 16:17:22,456,269,132,8570
2020-09-01 16:18:22,78,45,33,1560
2020-09-01 16:19:22,453,440,12,9050
2020-09-01 16:20:22,123,98,12,2330
2020-09-01 16:21:22,87,60,27,1740
2020-09-01 16:22:22,453,343,62,8580
2020-09-01 16:23:22,88,12,2,1020
2020-09-01 16:24:22,322,224,34,5800
2020-09-01 16:25:22,87,44,12,1430
2020-09-01 16:26:22,345,340,12,6970
2020-09-01 16:27:22,435,320,115,8700
2020-09-01 16:28:22,153,100,50,3030
2020-09-01 16:29:22,321,320,1,6420
2020-09-01 16:30:22,343,343,0,6860
2020-09-01 16:31:22,88,80,8,1760
2020-09-01 16:32:22,634,555,32,12210
2020-09-01 16:33:22,45,40,5,900
2020-09-01 16:34:22,454,444,1,8990
2020-09-01 16:35:22,42,41,1,840
2020-09-01 16:36:22,88,80,8,1760
2020-09-01 16:37:22,78,65,13,1560
2020-09-01 16:38:22,578,478,100,11560
2020-09-01 16:39:22,123,100,23,2460
2020-09-01 16:40:22,88,78,10,1760
2020-09-01 16:41:22,456,400,56,9120
2020-09-01 16:42:22,78,70,8,1560
2020-09-01 16:43:21,56,55,1,1120
2020-09-01 16:44:21,99,90,9,1980
2020-09-01 16:45:21,456,444,12,9120
2020-09-01 16:46:21,6,0,6,120
2020-09-01 16:47:21,233,200,33,4660
2020-09-01 16:48:21,665,555,110,13300
2020-09-01 16:49:21,234,134,100,4680
2020-09-01 16:50:21,23,20,3,460
2020-09-01 16:51:21,232,180,52,4640
2020-09-01 16:52:21,87,50,37,1740
2020-09-01 16:53:21,656,640,15,13110
2020-09-01 16:54:21,345,300,45,6900
2020-09-01 16:55:21,665,643,5,13130
2020-09-01 16:56:21,675,665,10,13500
2020-09-01 16:57:21,65,64,1,1300
2020-09-01 16:58:21,676,673,3,13520
2020-09-01 16:59:21,127,120,7,2540
2020-09-01 17:00:21,234,123,99,4560
2020-09-01 17:01:21,54,30,12,960
2020-09-01 17:02:21,23,10,13,460
2020-09-01 17:03:21,345,280,55,6800
2020-09-01 17:04:21,67,44,12,1230
2020-09-01 17:05:21,45,33,12,900
2020-09-01 17:06:21,78,60,18,1560
2020-09-01 17:07:21,56,33,4,930
2020-09-01 17:08:21,456,326,128,9100
2020-09-01 17:09:20,78,33,32,1430
2020-09-01 17:10:20,345,222,111,6780
2020-09-01 17:11:20,344,300,44,6880
2020-09-01 17:12:20,365,281,64,7100
2020-09-01 17:13:20,456,380,70,9060
2020-09-01 17:14:20,78,44,30,1520
2020-09-01 17:15:20,56,12,40,1080
2020-09-01 17:16:20,489,234,222,9450
2020-09-01 17:17:20,456,269,132,8570
2020-09-01 17:18:20,78,45,33,1560
2020-09-01 17:19:20,453,440,12,9050
2020-09-01 17:20:20,123,98,12,2330
2020-09-01 17:21:20,87,60,27,1740
2020-09-01 17:22:20,453,343,62,8580
2020-09-01 17:23:20,88,12,2,1020
2020-09-01 17:24:20,322,224,34,5800
2020-09-01 17:25:20,87,44,12,1430
2020-09-01 17:26:20,345,340,12,6970
2020-09-01 17:27:20,435,320,115,8700
2020-09-01 17:28:20,153,100,50,3030
2020-09-01 17:29:20,321,320,1,6420
2020-09-01 17:30:20,343,343,0,6860
2020-09-01 17:31:20,88,80,8,1760
2020-09-01 17:32:20,634,555,32,12210
2020-09-01 17:33:20,45,40,5,900
2020-09-01 17:34:20,454,444,1,8990
2020-09-01 17:35:19,42,41,1,840
2020-09-01 17:36:19,88,80,8,1760
2020-09-01 17:37:19,78,65,13,1560
2020-09-01 17:38:19,578,478,100,11560
2020-09-01 17:39:19,123,100,23,2460
2020-09-01 17:40:19,88,78,10,1760
2020-09-01 17:41:19,456,400,56,9120
2020-09-01 17:42:19,78,70,8,1560
2020-09-01 17:43:19,56,55,1,1120
2020-09-01 17:44:19,99,90,9,1980
2020-09-01 17:45:19,456,444,12,9120
2020-09-01 17:46:19,6,0,6,120
2020-09-01 17:47:19,233,200,33,4660
2020-09-01 17:48:19,665,555,110,13300
2020-09-01 17:49:19,234,134,100,4680
2020-09-01 17:50:19,23,20,3,460
2020-09-01 17:51:19,232,180,52,4640
2020-09-01 17:52:19,87,50,37,1740
2020-09-01 17:53:19,656,640,15,13110
2020-09-01 17:54:19,345,300,45,6900
2020-09-01 17:55:19,665,643,5,13130
2020-09-01 17:56:19,675,665,10,13500
2020-09-01 17:57:19,65,64,1,1300
2020-09-01 17:58:19,676,673,3,13520
2020-09-01 17:59:19,127,120,7,2540
2020-09-01 18:00:19,234,123,99,4560
2020-09-01 18:01:18,54,30,12,960
2020-09-01 18:02:18,23,10,13,460
2020-09-01 18:03:18,345,280,55,6800
2020-09-01 18:04:18,67,44,12,1230
2020-09-01 18:05:18,45,33,12,900
2020-09-01 18:06:18,78,60,18,1560
2020-09-01 18:07:18,56,33,4,930
2020-09-01 18:08:18,456,326,128,9100
2020-09-01 18:09:18,78,33,32,1430
2020-09-01 18:10:18,345,222,111,6780
2020-09-01 18:11:18,344,300,44,6880
2020-09-01 18:12:18,365,281,64,7100
2020-09-01 18:13:18,456,380,70,9060
2020-09-01 18:14:18,78,44,30,1520
2020-09-01 18:15:18,56,12,40,1080
2020-09-01 18:16:18,489,234,222,9450
2020-09-01 18:17:18,456,269,132,8570
2020-09-01 18:18:18,78,45,33,1560
2020-09-01 18:19:18,453,440,12,9050
2020-09-01 18:20:18,123,98,12,2330
2020-09-01 18:21:18,87,60,27,1740
2020-09-01 18:22:18,453,343,62,8580
2020-09-01 18:23:18,88,12,2,1020
2020-09-01 18:24:18,322,224,34,5800
2020-09-01 18:25:18,87,44,12,1430
2020-09-01 18:26:18,345,340,12,6970
2020-09-01 18:27:17,435,320,115,8700
2020-09-01 18:28:17,153,100,50,3030
2020-09-01 18:29:17,321,320,1,6420
2020-09-01 18:30:17,343,343,0,6860
2020-09-01 18:31:17,88,80,8,1760
2020-09-01 18:32:17,634,555,32,12210
2020-09-01 18:33:17,45,40,5,900
2020-09-01 18:34:17,454,444,1,8990
2020-09-01 18:35:17,42,41,1,840
2020-09-01 18:36:17,88,80,8,1760
2020-09-01 18:37:17,78,65,13,1560
2020-09-01 18:38:17,578,478,100,11560
2020-09-01 18:39:17,123,100,23,2460
2020-09-01 18:40:17,88,78,10,1760
2020-09-01 18:41:17,456,400,56,9120
2020-09-01 18:42:17,78,70,8,1560
2020-09-01 18:43:17,56,55,1,1120
2020-09-01 18:44:17,99,90,9,1980
2020-09-01 18:45:17,456,444,12,9120
2020-09-01 18:46:17,6,0,6,120
2020-09-01 18:47:17,233,200,33,4660
2020-09-01 18:48:17,665,555,110,13300
2020-09-01 18:49:17,234,134,100,4680
2020-09-01 18:50:17,23,20,3,460
2020-09-01 18:51:17,232,180,52,4640
2020-09-01 18:52:17,87,50,37,1740
2020-09-01 18:53:16,656,640,15,13110
2020-09-01 18:54:16,345,300,45,6900
2020-09-01 18:55:16,665,643,5,13130
2020-09-01 18:56:16,675,665,10,13500
2020-09-01 18:57:16,65,64,1,1300
2020-09-01 18:58:16,676,673,3,13520
2020-09-01 18:59:16,127,120,7,2540
2020-09-01 19:00:16,234,123,99,4560
2020-09-01 19:01:16,54,30,12,960
2020-09-01 19:02:16,23,10,13,460
2020-09-01 19:03:16,345,280,55,6800
2020-09-01 19:04:16,67,44,12,1230
2020-09-01 19:05:16,45,33,12,900
2020-09-01 19:06:16,78,60,18,1560
2020-09-01 19:07:16,56,33,4,930
2020-09-01 19:08:16,456,326,128,9100
2020-09-01 19:09:16,78,33,32,1430
2020-09-01 19:10:16,345,222,111,6780
2020-09-01 19:11:16,344,300,44,6880
2020-09-01 19:12:16,365,281,64,7100
2020-09-01 19:13:16,456,380,70,9060
2020-09-01 19:14:16,78,44,30,1520
2020-09-01 19:15:16,56,12,40,1080
2020-09-01 19:16:16,489,234,222,9450
2020-09-01 19:17:16,456,269,132,8570
2020-09-01 19:18:16,78,45,33,1560
2020-09-01 19:19:15,453,440,12,9050
2020-09-01 19:20:15,123,98,12,2330
2020-09-01 19:21:15,87,60,27,1740
2020-09-01 19:22:15,453,343,62,8580
2020-09-01 19:23:15,88,12,2,1020
2020-09-01 19:24:15,322,224,34,5800
2020-09-01 19:25:15,87,44,12,1430
2020-09-01 19:26:15,345,340,12,6970
2020-09-01 19:27:15,435,320,115,8700
2020-09-01 19:28:15,153,100,50,3030
2020-09-01 19:29:15,321,320,1,6420
2020-09-01 19:30:15,343,343,0,6860
2020-09-01 19:31:15,88,80,8,1760
2020-09-01 19:32:15,634,555,32,12210
2020-09-01 19:33:15,45,40,5,900
2020-09-01 19:34:15,454,444,1,8990
2020-09-01 19:35:15,42,41,1,840
2020-09-01 19:36:15,88,80,8,1760
2020-09-01 19:37:15,78,65,13,1560
2020-09-01 19:38:15,578,478,100,11560
2020-09-01 19:39:15,123,100,23,2460
2020-09-01 19:40:15,88,78,10,1760
2020-09-01 19:41:15,456,400,56,9120
2020-09-01 19:42:15,78,70,8,1560
2020-09-01 19:43:15,56,55,1,1120
2020-09-01 19:44:15,99,90,9,1980
2020-09-01 19:45:14,456,444,12,9120
2020-09-01 19:46:14,6,0,6,120
2020-09-01 19:47:14,233,200,33,4660
2020-09-01 19:48:14,665,555,110,13300
2020-09-01 19:49:14,234,134,100,4680
2020-09-01 19:50:14,23,20,3,460
2020-09-01 19:51:14,232,180,52,4640
2020-09-01 19:52:14,87,50,37,1740
2020-09-01 19:53:14,656,640,15,13110
2020-09-01 19:54:14,345,300,45,6900
2020-09-01 19:55:14,665,643,5,13130
2020-09-01 19:56:14,675,665,10,13500
2020-09-01 19:57:14,65,64,1,1300
2020-09-01 19:58:14,676,673,3,13520
2020-09-01 19:59:14,127,120,7,2540
2020-09-01 20:00:14,234,123,99,4560
2020-09-01 20:01:14,54,30,12,960
2020-09-01 20:02:14,23,10,13,460
2020-09-01 20:03:14,345,280,55,6800
2020-09-01 20:04:14,67,44,12,1230
2020-09-01 20:05:14,45,33,12,900
2020-09-01 20:06:14,78,60,18,1560
2020-09-01 20:07:14,56,33,4,930
2020-09-01 20:08:14,456,326,128,9100
2020-09-01 20:09:14,78,33,32,1430
2020-09-01 20:10:14,345,222,111,6780
2020-09-01 20:11:13,344,300,44,6880
2020-09-01 20:12:13,365,281,64,7100
2020-09-01 20:13:13,456,380,70,9060
2020-09-01 20:14:13,78,44,30,1520
2020-09-01 20:15:13,56,12,40,1080
2020-09-01 20:16:13,489,234,222,9450
2020-09-01 20:17:13,456,269,132,8570
2020-09-01 20:18:13,78,45,33,1560
2020-09-01 20:19:13,453,440,12,9050
2020-09-01 20:20:13,123,98,12,2330
2020-09-01 20:21:13,87,60,27,1740
2020-09-01 20:22:13,453,343,62,8580
2020-09-01 20:23:13,88,12,2,1020
2020-09-01 20:24:13,322,224,34,5800
2020-09-01 20:25:13,87,44,12,1430
2020-09-01 20:26:13,345,340,12,6970
2020-09-01 20:27:13,435,320,115,8700
2020-09-01 20:28:13,153,100,50,3030
2020-09-01 20:29:13,321,320,1,6420
2020-09-01 20:30:13,343,343,0,6860
2020-09-01 20:31:13,88,80,8,1760
2020-09-01 20:32:13,634,555,32,12210
2020-09-01 20:33:13,45,40,5,900
2020-09-01 20:34:13,454,444,1,8990
2020-09-01 20:35:13,42,41,1,840
2020-09-01 20:36:13,88,80,8,1760
2020-09-01 20:37:12,78,65,13,1560
2020-09-01 20:38:12,578,478,100,11560
2020-09-01 20:39:12,123,100,23,2460
2020-09-01 20:40:12,88,78,10,1760
2020-09-01 20:41:12,456,400,56,9120
2020-09-01 20:42:12,78,70,8,1560
2020-09-01 20:43:12,56,55,1,1120
2020-09-01 20:44:12,99,90,9,1980
2020-09-01 20:45:12,456,444,12,9120
2020-09-01 20:46:12,6,0,6,120
2020-09-01 20:47:12,233,200,33,4660
2020-09-01 20:48:12,665,555,110,13300
2020-09-01 20:49:12,234,134,100,4680
2020-09-01 20:50:12,23,20,3,460
2020-09-01 20:51:12,232,180,52,4640
2020-09-01 20:52:12,87,50,37,1740
2020-09-01 20:53:12,656,640,15,13110
2020-09-01 20:54:12,345,300,45,6900
2020-09-01 20:55:12,665,643,5,13130
2020-09-01 20:56:12,675,665,10,13500
2020-09-01 20:57:12,65,64,1,1300
2020-09-01 20:58:12,676,673,3,13520
2020-09-01 20:59:12,127,120,7,2540
2020-09-01 21:00:12,234,123,99,4560
2020-09-01 21:01:12,54,30,12,960
2020-09-01 21:02:12,23,10,13,460
2020-09-01 21:03:12,345,280,55,6800
2020-09-01 21:04:11,67,44,12,1230
2020-09-01 21:05:11,45,33,12,900
2020-09-01 21:06:11,78,60,18,1560
2020-09-01 21:07:11,56,33,4,930
2020-09-01 21:08:11,456,326,128,9100
2020-09-01 21:09:11,78,33,32,1430
2020-09-01 21:10:11,345,222,111,6780
2020-09-01 21:11:11,344,300,44,6880
2020-09-01 21:12:11,365,281,64,7100
2020-09-01 21:13:11,456,380,70,9060
2020-09-01 21:14:11,78,44,30,1520
2020-09-01 21:15:11,56,12,40,1080
2020-09-01 21:16:11,489,234,222,9450
